Date;Product Name;Category;Units Sold;Price;Revenue;Discount;Units Returned;Location;Platform
01/01/2024;Fish Oil;Omega;147;1828;268716;11;2;USA;Walmart
01/01/2024;Multivitamin;Vitamin;146;1005;14673;2;3;USA;iHerb
01/01/2024;Pre-Workout;Performance;152;5996;911392;15;2;Canada;iHerb
01/01/2024;BCAA;Amino Acid;157;1048;164536;6;2;UK;Amazon
01/01/2024;Creatine;Performance;168;3067;515256;9;2;Canada;iHerb
01/01/2024;Zinc;Mineral;159;2457;390663;23;2;Canada;Walmart
01/01/2024;Collagen Peptides;Protein;161;272;43792;22;0;USA;Walmart
01/01/2024;Magnesium;Mineral;150;4756;71340;7;0;Canada;Amazon
01/01/2024;Ashwagandha;Herbal;172;1523;261956;5;7;Canada;Walmart
01/01/2024;Melatonin;Sleep Aid;138;3101;427938;22;2;Canada;Amazon
01/01/2024;Biotin;Vitamin;153;5399;826047;11;4;USA;Walmart
01/01/2024;Green Tea Extract;Fat Burner;150;1346;20190;19;1;Canada;Amazon
01/01/2024;Iron Supplement;Mineral;145;1734;25143;5;1;UK;iHerb
01/01/2024;Electrolyte Powder;Hydration;168;4622;776496;2;2;USA;Amazon
08/01/2024;Whey Protein;Protein;149;5231;779419;11;2;USA;iHerb
08/01/2024;Vitamin C;Vitamin;138;1373;189474;9;0;UK;iHerb
08/01/2024;Fish Oil;Omega;158;4755;75129;13;0;UK;Walmart
08/01/2024;Multivitamin;Vitamin;159;5518;877362;14;2;USA;Walmart
08/01/2024;Pre-Workout;Performance;159;1821;289539;2;1;USA;Walmart
08/01/2024;BCAA;Amino Acid;147;4467;656649;5;0;USA;Amazon
08/01/2024;Creatine;Performance;152;5991;910632;9;3;Canada;Amazon
08/01/2024;Zinc;Mineral;146;3991;582686;1;0;Canada;iHerb
08/01/2024;Collagen Peptides;Protein;159;4029;640611;7;3;UK;iHerb
08/01/2024;Magnesium;Mineral;162;3624;587088;7;3;Canada;Walmart
08/01/2024;Ashwagandha;Herbal;137;192;26304;17;2;UK;Amazon
08/01/2024;Melatonin;Sleep Aid;155;1501;232655;23;1;USA;Amazon
08/01/2024;Biotin;Vitamin;147;1964;288708;3;1;UK;Amazon
08/01/2024;Green Tea Extract;Fat Burner;139;5463;759357;13;1;UK;Walmart
08/01/2024;Iron Supplement;Mineral;132;392;51744;4;1;UK;Amazon
08/01/2024;Electrolyte Powder;Hydration;149;2213;329737;13;2;USA;iHerb
15/01/2024;Whey Protein;Protein;148;5347;791356;12;4;Canada;iHerb
15/01/2024;Vitamin C;Vitamin;128;2903;371584;15;1;UK;Walmart
15/01/2024;Fish Oil;Omega;149;1852;275948;21;3;Canada;Amazon
15/01/2024;Multivitamin;Vitamin;156;3988;622128;5;1;UK;Amazon
15/01/2024;Pre-Workout;Performance;157;1093;171601;24;3;UK;iHerb
15/01/2024;BCAA;Amino Acid;141;5616;791856;2;1;Canada;iHerb
15/01/2024;Creatine;Performance;148;5178;766344;1;0;Canada;Walmart
15/01/2024;Zinc;Mineral;126;3046;383796;18;0;USA;iHerb
15/01/2024;Collagen Peptides;Protein;155;2276;35278;15;2;USA;Walmart
15/01/2024;Magnesium;Mineral;149;4096;610304;24;1;USA;iHerb
15/01/2024;Ashwagandha;Herbal;146;1381;201626;14;1;UK;Amazon
15/01/2024;Melatonin;Sleep Aid;133;1017;135261;1;0;USA;iHerb
15/01/2024;Biotin;Vitamin;171;3696;632016;7;2;Canada;iHerb
15/01/2024;Green Tea Extract;Fat Burner;148;4502;666296;3;0;Canada;Walmart
15/01/2024;Iron Supplement;Mineral;160;3493;55888;12;1;Canada;iHerb
15/01/2024;Electrolyte Powder;Hydration;148;3498;517704;13;2;UK;iHerb
22/01/2024;Whey Protein;Protein;158;3068;484744;9;2;USA;iHerb
22/01/2024;Vitamin C;Vitamin;148;4482;663336;22;2;USA;iHerb
22/01/2024;Fish Oil;Omega;183;1262;230946;14;5;UK;iHerb
22/01/2024;Multivitamin;Vitamin;147;3608;530376;16;1;Canada;Walmart
22/01/2024;Pre-Workout;Performance;168;2634;442512;9;1;Canada;iHerb
22/01/2024;BCAA;Amino Acid;131;2827;370337;22;3;UK;Walmart
22/01/2024;Creatine;Performance;158;2948;465784;13;1;Canada;iHerb
22/01/2024;Zinc;Mineral;154;4106;632324;7;0;Canada;iHerb
22/01/2024;Collagen Peptides;Protein;152;3133;476216;2;3;Canada;iHerb
22/01/2024;Magnesium;Mineral;154;3555;54747;12;0;USA;Walmart
22/01/2024;Ashwagandha;Herbal;154;4745;73073;5;3;UK;Amazon
22/01/2024;Melatonin;Sleep Aid;144;1359;195696;12;2;USA;iHerb
22/01/2024;Biotin;Vitamin;140;4134;57876;0;2;USA;Amazon
22/01/2024;Green Tea Extract;Fat Burner;150;5979;89685;22;1;UK;Amazon
22/01/2024;Iron Supplement;Mineral;151;4877;736427;23;1;USA;Walmart
22/01/2024;Electrolyte Powder;Hydration;162;2983;483246;23;1;Canada;iHerb
29/01/2024;Whey Protein;Protein;149;2306;343594;8;3;Canada;Walmart
29/01/2024;Vitamin C;Vitamin;156;2356;367536;14;4;Canada;Walmart
29/01/2024;Fish Oil;Omega;143;3554;508222;1;0;UK;Walmart
29/01/2024;Multivitamin;Vitamin;152;5295;80484;18;0;UK;Walmart
29/01/2024;Pre-Workout;Performance;136;1049;142664;8;1;UK;Amazon
29/01/2024;BCAA;Amino Acid;140;3649;51086;7;2;Canada;Walmart
29/01/2024;Creatine;Performance;160;2805;44880;14;2;UK;Amazon
29/01/2024;Zinc;Mineral;154;1412;217448;9;1;USA;iHerb
29/01/2024;Collagen Peptides;Protein;141;1695;238995;9;1;USA;iHerb
29/01/2024;Magnesium;Mineral;160;1864;29824;15;2;USA;iHerb
29/01/2024;Ashwagandha;Herbal;153;1775;271575;0;2;UK;Amazon
29/01/2024;Melatonin;Sleep Aid;131;4723;618713;7;2;USA;Walmart
29/01/2024;Biotin;Vitamin;171;2086;356706;3;0;UK;Walmart
29/01/2024;Green Tea Extract;Fat Burner;126;316;39816;8;2;USA;iHerb
29/01/2024;Iron Supplement;Mineral;166;3653;606398;3;2;USA;Walmart
29/01/2024;Electrolyte Powder;Hydration;145;5212;75574;8;0;USA;Amazon
05/02/2024;Whey Protein;Protein;144;3898;561312;18;0;USA;Walmart
05/02/2024;Vitamin C;Vitamin;153;231;35343;23;4;UK;Amazon
05/02/2024;Fish Oil;Omega;141;2194;309354;18;2;UK;iHerb
05/02/2024;Multivitamin;Vitamin;140;5061;70854;9;0;Canada;Walmart
05/02/2024;Pre-Workout;Performance;130;589;76570;21;1;UK;Walmart
05/02/2024;BCAA;Amino Acid;151;1815;274065;12;1;UK;Amazon
05/02/2024;Creatine;Performance;151;4019;606869;15;0;Canada;Amazon
05/02/2024;Zinc;Mineral;166;3511;582826;13;1;USA;Walmart
05/02/2024;Collagen Peptides;Protein;157;1819;285583;2;2;Canada;Amazon
05/02/2024;Magnesium;Mineral;141;4479;631539;8;2;Canada;iHerb
05/02/2024;Ashwagandha;Herbal;152;4816;732032;22;0;UK;iHerb
05/02/2024;Melatonin;Sleep Aid;140;321;44940;22;1;Canada;Walmart
05/02/2024;Biotin;Vitamin;165;2698;44517;22;1;Canada;Walmart
05/02/2024;Green Tea Extract;Fat Burner;161;5744;924784;14;2;Canada;Walmart
05/02/2024;Iron Supplement;Mineral;130;5505;71565;22;0;Canada;Amazon
05/02/2024;Electrolyte Powder;Hydration;143;1861;266123;18;0;USA;iHerb
12/02/2024;Whey Protein;Protein;144;341;49104;18;4;USA;iHerb
12/02/2024;Vitamin C;Vitamin;133;2152;286216;1;0;UK;iHerb
12/02/2024;Fish Oil;Omega;134;271;36314;22;2;Canada;Walmart
12/02/2024;Multivitamin;Vitamin;140;2599;36386;8;2;UK;Amazon
12/02/2024;Pre-Workout;Performance;151;1745;263495;1;0;USA;Amazon
12/02/2024;BCAA;Amino Acid;132;1562;206184;18;1;UK;Walmart
12/02/2024;Creatine;Performance;128;3898;498944;6;3;Canada;Amazon
12/02/2024;Zinc;Mineral;121;476;57596;18;0;Canada;iHerb
12/02/2024;Collagen Peptides;Protein;126;2568;323568;5;1;Canada;Walmart
12/02/2024;Magnesium;Mineral;170;4829;82093;14;1;UK;Walmart
12/02/2024;Ashwagandha;Herbal;140;5564;77896;17;1;USA;iHerb
12/02/2024;Melatonin;Sleep Aid;153;4865;744345;23;1;USA;iHerb
12/02/2024;Biotin;Vitamin;142;3079;437218;15;1;Canada;Amazon
12/02/2024;Green Tea Extract;Fat Burner;136;4455;60588;2;1;UK;iHerb
12/02/2024;Iron Supplement;Mineral;136;4931;670616;1;2;USA;Walmart
12/02/2024;Electrolyte Powder;Hydration;150;4981;74715;2;1;Canada;iHerb
19/02/2024;Whey Protein;Protein;139;3515;488585;12;2;UK;Amazon
19/02/2024;Vitamin C;Vitamin;159;3048;484632;16;2;UK;Walmart
19/02/2024;Fish Oil;Omega;147;5736;843192;5;3;UK;Amazon
19/02/2024;Multivitamin;Vitamin;123;2441;300243;16;0;USA;iHerb
19/02/2024;Pre-Workout;Performance;167;426;71142;11;4;USA;Amazon
19/02/2024;BCAA;Amino Acid;163;4509;734967;14;2;Canada;iHerb
19/02/2024;Creatine;Performance;144;1391;200304;9;2;Canada;Walmart
19/02/2024;Zinc;Mineral;152;1929;293208;17;0;USA;Amazon
19/02/2024;Collagen Peptides;Protein;142;2552;362384;1;3;USA;iHerb
19/02/2024;Magnesium;Mineral;143;1374;196482;6;0;Canada;Amazon
19/02/2024;Ashwagandha;Herbal;160;5023;80368;4;1;USA;Walmart
19/02/2024;Melatonin;Sleep Aid;157;4006;628942;23;1;Canada;iHerb
19/02/2024;Biotin;Vitamin;150;1389;20835;1;1;UK;Walmart
19/02/2024;Green Tea Extract;Fat Burner;155;1951;302405;11;2;USA;Amazon
19/02/2024;Iron Supplement;Mineral;140;4068;56952;24;2;Canada;iHerb
19/02/2024;Electrolyte Powder;Hydration;161;2361;380121;11;3;USA;Amazon
26/02/2024;Whey Protein;Protein;148;5944;879712;2;0;USA;iHerb
26/02/2024;Vitamin C;Vitamin;135;1655;223425;22;0;USA;Walmart
26/02/2024;Fish Oil;Omega;143;5658;809094;17;3;USA;Walmart
26/02/2024;Multivitamin;Vitamin;140;2115;29610;18;0;Canada;Amazon
26/02/2024;Pre-Workout;Performance;123;421;51783;17;1;UK;Amazon
26/02/2024;BCAA;Amino Acid;162;1527;247374;2;4;USA;iHerb
26/02/2024;Creatine;Performance;125;3438;42975;4;2;UK;Amazon
26/02/2024;Zinc;Mineral;142;4355;61841;15;0;Canada;Amazon
26/02/2024;Collagen Peptides;Protein;139;2204;306356;9;2;USA;Walmart
26/02/2024;Magnesium;Mineral;145;3197;463565;2;4;UK;Amazon
26/02/2024;Ashwagandha;Herbal;140;4109;57526;2;2;Canada;Amazon
26/02/2024;Melatonin;Sleep Aid;147;135;19845;13;5;USA;Walmart
26/02/2024;Biotin;Vitamin;159;5136;816624;19;1;USA;iHerb
26/02/2024;Green Tea Extract;Fat Burner;166;2476;411016;7;3;Canada;iHerb
26/02/2024;Iron Supplement;Mineral;174;4028;700872;6;2;USA;Walmart
26/02/2024;Electrolyte Powder;Hydration;140;2935;41090;21;1;UK;Walmart
04/03/2024;Whey Protein;Protein;163;3201;521763;15;0;Canada;iHerb
04/03/2024;Vitamin C;Vitamin;177;3539;626403;21;3;Canada;Walmart
04/03/2024;Fish Oil;Omega;151;1324;199924;3;2;USA;Amazon
04/03/2024;Multivitamin;Vitamin;145;264;38280;1;3;UK;Amazon
04/03/2024;Pre-Workout;Performance;161;2322;373842;8;3;Canada;iHerb
04/03/2024;BCAA;Amino Acid;169;2134;360646;5;3;Canada;iHerb
04/03/2024;Creatine;Performance;168;3103;521304;21;3;Canada;Amazon
04/03/2024;Zinc;Mineral;162;5558;900396;8;0;USA;Walmart
04/03/2024;Collagen Peptides;Protein;158;5273;833134;2;3;UK;iHerb
04/03/2024;Magnesium;Mineral;142;1201;170542;15;2;USA;Amazon
04/03/2024;Ashwagandha;Herbal;145;3688;53476;21;1;Canada;iHerb
04/03/2024;Melatonin;Sleep Aid;141;5746;810186;9;0;Canada;iHerb
04/03/2024;Biotin;Vitamin;161;1643;264523;25;2;USA;Walmart
04/03/2024;Green Tea Extract;Fat Burner;150;5493;82395;6;1;Canada;iHerb
04/03/2024;Iron Supplement;Mineral;133;3978;529074;15;0;Canada;Amazon
04/03/2024;Electrolyte Powder;Hydration;155;2789;432295;2;1;USA;Amazon
11/03/2024;Whey Protein;Protein;160;3756;60096;24;5;USA;Walmart
11/03/2024;Vitamin C;Vitamin;142;1315;18673;22;1;UK;Walmart
11/03/2024;Fish Oil;Omega;146;5734;837164;13;1;USA;Walmart
11/03/2024;Multivitamin;Vitamin;145;4009;581305;23;3;USA;Amazon
11/03/2024;Pre-Workout;Performance;149;3116;464284;6;5;Canada;iHerb
11/03/2024;BCAA;Amino Acid;143;5948;850564;3;2;USA;Amazon
11/03/2024;Creatine;Performance;174;1013;176262;9;0;USA;Walmart
11/03/2024;Zinc;Mineral;147;3194;469518;11;1;UK;Walmart
11/03/2024;Collagen Peptides;Protein;153;2542;388926;21;2;Canada;iHerb
11/03/2024;Magnesium;Mineral;143;2806;401258;16;0;UK;iHerb
11/03/2024;Ashwagandha;Herbal;171;560;95760;1;1;UK;iHerb
11/03/2024;Melatonin;Sleep Aid;165;3181;524865;3;1;Canada;iHerb
11/03/2024;Biotin;Vitamin;164;4684;768176;9;4;UK;Walmart
11/03/2024;Green Tea Extract;Fat Burner;158;3132;494856;23;2;USA;Amazon
11/03/2024;Iron Supplement;Mineral;158;2118;334644;18;2;Canada;Walmart
11/03/2024;Electrolyte Powder;Hydration;150;2041;30615;2;4;USA;Walmart
18/03/2024;Whey Protein;Protein;168;303;50904;2;2;USA;Walmart
18/03/2024;Vitamin C;Vitamin;152;368;55936;13;0;USA;Amazon
18/03/2024;Fish Oil;Omega;127;5566;706882;1;1;Canada;iHerb
18/03/2024;Multivitamin;Vitamin;164;4048;663872;7;3;UK;iHerb
18/03/2024;Pre-Workout;Performance;136;1958;266288;7;1;USA;Walmart
18/03/2024;BCAA;Amino Acid;156;4383;683748;2;0;UK;iHerb
18/03/2024;Creatine;Performance;150;5298;79470;24;2;UK;Amazon
18/03/2024;Zinc;Mineral;156;4114;641784;4;2;UK;iHerb
18/03/2024;Collagen Peptides;Protein;146;3618;528228;3;1;USA;Amazon
18/03/2024;Magnesium;Mineral;133;5456;725648;12;0;UK;iHerb
18/03/2024;Ashwagandha;Herbal;146;2001;292146;1;1;UK;Amazon
18/03/2024;Melatonin;Sleep Aid;162;4032;653184;5;1;USA;Amazon
18/03/2024;Biotin;Vitamin;164;529;86756;12;3;Canada;Walmart
18/03/2024;Green Tea Extract;Fat Burner;143;4758;680394;2;0;Canada;Amazon
18/03/2024;Iron Supplement;Mineral;191;1343;256513;15;3;Canada;Amazon
18/03/2024;Electrolyte Powder;Hydration;182;1126;204932;15;1;UK;Amazon
25/03/2024;Whey Protein;Protein;148;1323;195804;12;1;UK;iHerb
25/03/2024;Vitamin C;Vitamin;158;1926;304308;5;1;Canada;Walmart
25/03/2024;Fish Oil;Omega;137;5972;818164;16;2;UK;iHerb
25/03/2024;Multivitamin;Vitamin;147;5555;816585;24;1;Canada;iHerb
25/03/2024;Pre-Workout;Performance;142;1662;236004;19;2;UK;iHerb
25/03/2024;BCAA;Amino Acid;150;391;58650;1;0;Canada;Walmart
25/03/2024;Creatine;Performance;147;1355;199185;8;0;USA;iHerb
25/03/2024;Zinc;Mineral;159;1313;208767;24;0;Canada;Amazon
25/03/2024;Collagen Peptides;Protein;153;4939;755667;1;3;USA;iHerb
25/03/2024;Magnesium;Mineral;171;341;58311;1;2;Canada;Amazon
25/03/2024;Ashwagandha;Herbal;147;3019;443793;17;0;UK;Walmart
25/03/2024;Melatonin;Sleep Aid;134;1228;164552;14;2;Canada;iHerb
25/03/2024;Biotin;Vitamin;154;4403;678062;8;1;UK;Walmart
25/03/2024;Green Tea Extract;Fat Burner;143;1808;258544;0;2;USA;Walmart
25/03/2024;Iron Supplement;Mineral;175;4915;860125;17;2;Canada;Walmart
25/03/2024;Electrolyte Powder;Hydration;158;2124;335592;8;1;Canada;Amazon
01/04/2024;Whey Protein;Protein;148;2726;403448;9;3;USA;Amazon
01/04/2024;Vitamin C;Vitamin;150;5304;79560;12;2;USA;Amazon
01/04/2024;Fish Oil;Omega;130;3022;39286;12;4;USA;Walmart
01/04/2024;Multivitamin;Vitamin;157;4508;707756;0;0;Canada;Amazon
01/04/2024;Pre-Workout;Performance;163;2821;459823;13;3;UK;Walmart
01/04/2024;BCAA;Amino Acid;155;1602;24831;7;4;UK;Amazon
01/04/2024;Creatine;Performance;148;3493;516964;22;2;Canada;Amazon
01/04/2024;Zinc;Mineral;157;1145;179765;23;4;Canada;Walmart
01/04/2024;Collagen Peptides;Protein;162;5223;846126;15;0;USA;Walmart
01/04/2024;Magnesium;Mineral;146;2756;402376;22;0;USA;Walmart
01/04/2024;Ashwagandha;Herbal;144;1258;181152;3;0;UK;Walmart
01/04/2024;Melatonin;Sleep Aid;164;2494;409016;0;2;USA;Amazon
01/04/2024;Biotin;Vitamin;154;2872;442288;5;2;USA;Walmart
01/04/2024;Green Tea Extract;Fat Burner;162;3434;556308;6;0;UK;Amazon
01/04/2024;Iron Supplement;Mineral;159;2081;330879;8;4;UK;iHerb
01/04/2024;Electrolyte Powder;Hydration;164;330;54120;16;1;UK;Walmart
08/04/2024;Whey Protein;Protein;128;397;50816;7;2;Canada;iHerb
08/04/2024;Vitamin C;Vitamin;135;1625;219375;1;0;USA;Walmart
08/04/2024;Fish Oil;Omega;141;3391;478131;14;1;USA;iHerb
08/04/2024;Multivitamin;Vitamin;151;2581;389731;21;1;USA;Amazon
08/04/2024;Pre-Workout;Performance;144;5226;752544;25;2;USA;Amazon
08/04/2024;BCAA;Amino Acid;146;4317;630282;25;2;Canada;Amazon
08/04/2024;Creatine;Performance;167;3035;506845;23;2;UK;Walmart
08/04/2024;Zinc;Mineral;148;5503;814444;14;1;Canada;Amazon
08/04/2024;Collagen Peptides;Protein;148;1484;219632;19;0;Canada;iHerb
08/04/2024;Magnesium;Mineral;147;3338;490686;21;1;Canada;Amazon
08/04/2024;Ashwagandha;Herbal;180;1191;21438;22;3;Canada;Walmart
08/04/2024;Melatonin;Sleep Aid;150;3525;52875;12;1;UK;iHerb
08/04/2024;Biotin;Vitamin;144;3263;469872;1;1;UK;Amazon
08/04/2024;Green Tea Extract;Fat Burner;139;3994;555166;19;4;UK;iHerb
08/04/2024;Iron Supplement;Mineral;143;3017;431431;12;3;Canada;Amazon
08/04/2024;Electrolyte Powder;Hydration;152;4713;716376;13;0;USA;Walmart
15/04/2024;Whey Protein;Protein;153;5213;797589;15;1;Canada;Walmart
15/04/2024;Vitamin C;Vitamin;130;476;61880;9;0;Canada;iHerb
15/04/2024;Fish Oil;Omega;173;4191;725043;3;0;USA;Amazon
15/04/2024;Multivitamin;Vitamin;132;1578;208296;21;5;UK;Amazon
15/04/2024;Pre-Workout;Performance;145;4558;66091;23;3;UK;Walmart
15/04/2024;BCAA;Amino Acid;125;4773;596625;17;0;USA;Walmart
15/04/2024;Creatine;Performance;150;2094;31410;22;0;UK;Walmart
15/04/2024;Zinc;Mineral;161;2576;414736;18;3;USA;iHerb
15/04/2024;Collagen Peptides;Protein;173;443;76639;15;2;USA;iHerb
15/04/2024;Magnesium;Mineral;168;2411;405048;13;0;USA;iHerb
15/04/2024;Ashwagandha;Herbal;169;3389;572741;2;1;Canada;iHerb
15/04/2024;Melatonin;Sleep Aid;152;2829;430008;3;2;USA;iHerb
15/04/2024;Biotin;Vitamin;149;3339;497511;5;3;USA;Walmart
15/04/2024;Green Tea Extract;Fat Burner;150;2513;37695;24;1;USA;Walmart
15/04/2024;Iron Supplement;Mineral;167;5952;993984;18;1;Canada;Amazon
15/04/2024;Electrolyte Powder;Hydration;147;272;39984;19;2;Canada;iHerb
22/04/2024;Whey Protein;Protein;162;3663;593406;6;1;Canada;Walmart
22/04/2024;Vitamin C;Vitamin;154;5847;900438;23;1;USA;iHerb
22/04/2024;Fish Oil;Omega;150;5411;81165;17;1;Canada;Walmart
22/04/2024;Multivitamin;Vitamin;148;5797;857956;4;0;UK;Amazon
22/04/2024;Pre-Workout;Performance;166;4299;713634;14;0;UK;Amazon
22/04/2024;BCAA;Amino Acid;153;2625;401625;23;1;USA;Amazon
22/04/2024;Creatine;Performance;175;2573;450275;16;3;Canada;iHerb
22/04/2024;Zinc;Mineral;150;1201;18015;23;0;Canada;iHerb
22/04/2024;Collagen Peptides;Protein;167;5164;862388;17;0;UK;iHerb
22/04/2024;Magnesium;Mineral;171;2221;379791;2;0;USA;iHerb
22/04/2024;Ashwagandha;Herbal;139;5152;716128;4;1;USA;iHerb
22/04/2024;Melatonin;Sleep Aid;158;5678;897124;2;2;UK;Walmart
22/04/2024;Biotin;Vitamin;148;4549;673252;25;2;USA;iHerb
22/04/2024;Green Tea Extract;Fat Burner;154;4599;708246;14;1;Canada;Amazon
22/04/2024;Iron Supplement;Mineral;175;2184;38220;8;4;USA;Amazon
22/04/2024;Electrolyte Powder;Hydration;167;1192;199064;1;1;UK;Walmart
29/04/2024;Whey Protein;Protein;155;4169;646195;18;0;USA;Walmart
29/04/2024;Vitamin C;Vitamin;132;1774;234168;2;2;USA;Walmart
29/04/2024;Fish Oil;Omega;162;5085;82377;17;2;Canada;Walmart
29/04/2024;Multivitamin;Vitamin;137;2445;334965;24;5;Canada;Amazon
29/04/2024;Pre-Workout;Performance;161;360;57960;24;2;UK;iHerb
29/04/2024;BCAA;Amino Acid;176;2669;469744;21;0;Canada;Amazon
29/04/2024;Creatine;Performance;176;5632;991232;8;2;UK;Walmart
29/04/2024;Zinc;Mineral;149;3522;524778;24;2;Canada;Walmart
29/04/2024;Collagen Peptides;Protein;141;247;34827;9;0;Canada;Amazon
29/04/2024;Magnesium;Mineral;169;2295;387855;23;3;USA;Amazon
29/04/2024;Ashwagandha;Herbal;135;5565;751275;2;2;USA;iHerb
29/04/2024;Melatonin;Sleep Aid;152;3464;526528;17;0;USA;iHerb
29/04/2024;Biotin;Vitamin;160;3276;52416;4;3;USA;Amazon
29/04/2024;Green Tea Extract;Fat Burner;143;3144;449592;19;1;USA;Amazon
29/04/2024;Iron Supplement;Mineral;161;1958;315238;14;4;UK;Walmart
29/04/2024;Electrolyte Powder;Hydration;128;1783;228224;16;1;Canada;iHerb
06/05/2024;Whey Protein;Protein;163;1982;323066;8;2;USA;Walmart
06/05/2024;Vitamin C;Vitamin;157;5719;897883;9;2;USA;Amazon
06/05/2024;Fish Oil;Omega;151;5231;789881;2;1;Canada;iHerb
06/05/2024;Multivitamin;Vitamin;153;4449;680697;8;3;Canada;Walmart
06/05/2024;Pre-Workout;Performance;139;2343;325677;5;1;Canada;Amazon
06/05/2024;BCAA;Amino Acid;138;2207;304566;18;1;Canada;iHerb
06/05/2024;Creatine;Performance;166;2932;486712;19;4;UK;iHerb
06/05/2024;Zinc;Mineral;139;3332;463148;14;1;UK;iHerb
06/05/2024;Collagen Peptides;Protein;164;3191;523324;12;1;USA;Amazon
06/05/2024;Magnesium;Mineral;146;3901;569546;16;1;UK;Walmart
06/05/2024;Ashwagandha;Herbal;143;1664;237952;6;0;UK;Walmart
06/05/2024;Melatonin;Sleep Aid;128;1098;140544;6;2;USA;Walmart
06/05/2024;Biotin;Vitamin;125;5566;69575;2;1;USA;Amazon
06/05/2024;Green Tea Extract;Fat Burner;172;1363;234436;25;3;Canada;Amazon
06/05/2024;Iron Supplement;Mineral;149;4356;649044;5;0;Canada;iHerb
06/05/2024;Electrolyte Powder;Hydration;149;105;15645;2;0;USA;Walmart
13/05/2024;Whey Protein;Protein;149;4434;660666;1;1;Canada;iHerb
13/05/2024;Vitamin C;Vitamin;153;1675;256275;17;1;USA;Walmart
13/05/2024;Fish Oil;Omega;136;5563;756568;0;2;USA;iHerb
13/05/2024;Multivitamin;Vitamin;128;1753;224384;11;2;UK;Amazon
13/05/2024;Pre-Workout;Performance;142;3056;433952;6;1;UK;iHerb
13/05/2024;BCAA;Amino Acid;162;5233;847746;8;3;USA;Walmart
13/05/2024;Creatine;Performance;139;5742;798138;0;1;Canada;iHerb
13/05/2024;Zinc;Mineral;155;188;29140;24;2;Canada;Amazon
13/05/2024;Collagen Peptides;Protein;136;4916;668576;2;0;UK;Amazon
13/05/2024;Magnesium;Mineral;153;4434;678402;1;2;USA;iHerb
13/05/2024;Ashwagandha;Herbal;157;4431;695667;17;1;USA;Amazon
13/05/2024;Melatonin;Sleep Aid;151;4501;679651;25;0;Canada;iHerb
13/05/2024;Biotin;Vitamin;126;4715;59409;3;1;UK;iHerb
13/05/2024;Green Tea Extract;Fat Burner;144;2078;299232;22;2;UK;Walmart
13/05/2024;Iron Supplement;Mineral;176;162;28512;4;5;Canada;Walmart
13/05/2024;Electrolyte Powder;Hydration;158;4519;714002;1;1;UK;Amazon
20/05/2024;Whey Protein;Protein;136;1319;179384;7;1;UK;iHerb
20/05/2024;Vitamin C;Vitamin;136;1059;144024;8;3;UK;iHerb
20/05/2024;Fish Oil;Omega;143;3366;481338;14;2;Canada;Amazon
20/05/2024;Multivitamin;Vitamin;138;4788;660744;18;0;USA;Walmart
20/05/2024;Pre-Workout;Performance;165;2066;34089;2;2;UK;iHerb
20/05/2024;BCAA;Amino Acid;158;1141;180278;1;2;USA;iHerb
20/05/2024;Creatine;Performance;158;4053;640374;3;2;Canada;iHerb
20/05/2024;Zinc;Mineral;166;4754;789164;21;2;Canada;Amazon
20/05/2024;Collagen Peptides;Protein;141;3254;458814;3;0;Canada;iHerb
20/05/2024;Magnesium;Mineral;155;1472;22816;19;3;UK;iHerb
20/05/2024;Ashwagandha;Herbal;158;4449;702942;0;1;Canada;Amazon
20/05/2024;Melatonin;Sleep Aid;146;2952;430992;0;1;UK;Amazon
20/05/2024;Biotin;Vitamin;150;5705;85575;5;0;USA;Amazon
20/05/2024;Green Tea Extract;Fat Burner;136;103;14008;3;1;UK;Amazon
20/05/2024;Iron Supplement;Mineral;140;2799;39186;7;1;Canada;Walmart
20/05/2024;Electrolyte Powder;Hydration;145;5384;78068;1;2;UK;Walmart
27/05/2024;Whey Protein;Protein;130;5864;76232;13;1;Canada;Amazon
27/05/2024;Vitamin C;Vitamin;138;3952;545376;16;0;Canada;iHerb
27/05/2024;Fish Oil;Omega;152;2038;309776;5;1;USA;Amazon
27/05/2024;Multivitamin;Vitamin;158;5229;826182;7;3;UK;Walmart
27/05/2024;Pre-Workout;Performance;159;1476;234684;6;4;USA;Amazon
27/05/2024;BCAA;Amino Acid;143;1948;278564;2;1;Canada;Walmart
27/05/2024;Creatine;Performance;144;3169;456336;1;1;UK;Amazon
27/05/2024;Zinc;Mineral;162;4992;808704;3;3;USA;Amazon
27/05/2024;Collagen Peptides;Protein;133;5739;763287;2;1;UK;iHerb
27/05/2024;Magnesium;Mineral;154;4772;734888;6;0;UK;Amazon
27/05/2024;Ashwagandha;Herbal;160;1675;26800;8;1;UK;Amazon
27/05/2024;Melatonin;Sleep Aid;151;5516;832916;13;3;UK;Amazon
27/05/2024;Biotin;Vitamin;147;2163;317961;17;1;USA;iHerb
27/05/2024;Green Tea Extract;Fat Burner;156;1112;173472;1;1;USA;iHerb
27/05/2024;Iron Supplement;Mineral;138;3761;519018;15;1;UK;Walmart
27/05/2024;Electrolyte Powder;Hydration;155;599;92845;21;2;UK;Amazon
03/06/2024;Whey Protein;Protein;138;5688;784944;5;1;Canada;Amazon
03/06/2024;Vitamin C;Vitamin;135;3033;409455;2;3;Canada;iHerb
